time,price,volume,type
2023-04-15 17:50:24.703000+04:30,15427290000,0.001296,sell
2023-04-15 17:49:36.838000+04:30,15470000000,0.049447,buy
2023-04-15 17:49:36.838000+04:30,15470000000,0.000257,buy
2023-04-15 17:54:42.262000+04:30,15469980000,0.000387,buy
2023-04-15 17:54:38.881000+04:30,15427076000,0.00027,sell
2023-04-15 17:54:38.881000+04:30,15469980000,0.000081,buy
2023-04-15 17:54:28.234000+04:30,15427076000,0.00042,sell
2023-04-15 17:54:14.721000+04:30,15427076000,0.000001,sell
2023-04-15 17:53:44.201000+04:30,15469980000,0.000408,sell
2023-04-15 17:53:39.032000+04:30,15470000000,0.000323,buy
2023-04-15 17:53:34.513000+04:30,15470000000,0.005835,buy
2023-04-15 17:53:08.581000+04:30,15470000000,0.011194,buy
2023-04-15 17:52:59.305000+04:30,15469980000,0.00012,sell
2023-04-15 17:52:42.036000+04:30,15469980000,0.000129,sell
2023-04-15 17:52:38.227000+04:30,15469980000,0.00012,sell
2023-04-15 17:52:29.733000+04:30,15470000000,0.008169,buy
2023-04-15 17:52:24.913000+04:30,15469980000,0.000001,sell
2023-04-15 17:52:18.181000+04:30,15470000000,0.024586,buy
2023-04-15 17:52:18.181000+04:30,15469990000,0.001122,buy
2023-04-15 17:52:18.181000+04:30,15469980000,0.002232,buy
2023-04-15 17:52:18.181000+04:30,15469980000,0.003901,buy
2023-04-15 17:52:18.181000+04:30,15469980000,0.001295,buy
2023-04-15 17:51:51.990000+04:30,15426900000,0.003769,sell
2023-04-15 17:56:17.687000+04:30,15427286000,0.001038,sell
2023-04-15 17:56:04.942000+04:30,15469980000,0.000879,buy
